Timestamp,Device ID, Temperature (°C), Humidity (%), Light (Lux),AQI Value,AQI Status,Smoke Status,Device Health,Free Heap (B),Month,Month-Year,Year
01/11/2025 04:34:03,indoor-farm-02,27.8,86.4,0,314,Moderate,No smoke detected,GOOD 🟢,191648,Nov,Nov-2025,2025
01/11/2025 04:34:05,indoor-farm-01,27.8,91.8,0,336,Moderate,No smoke detected,GOOD 🟢,191780,Nov,Nov-2025,2025
01/11/2025 04:54:08,indoor-farm-02,27.7,86.9,0,288,Good,No smoke detected,GOOD 🟢,195984,Nov,Nov-2025,2025
01/11/2025 04:54:10,indoor-farm-01,27.8,92,0,314,Moderate,No smoke detected,GOOD 🟢,196128,Nov,Nov-2025,2025
01/11/2025 05:14:09,indoor-farm-02,27.6,86.9,0,272,Good,No smoke detected,GOOD 🟢,195560,Nov,Nov-2025,2025
01/11/2025 05:14:12,indoor-farm-01,27.7,92,0,294,Good,No smoke detected,GOOD 🟢,195736,Nov,Nov-2025,2025
01/11/2025 05:34:10,indoor-farm-01,27.6,92.1,0,279,Good,No smoke detected,GOOD 🟢,195484,Nov,Nov-2025,2025
01/11/2025 05:34:10,indoor-farm-02,27.5,86.9,0,251,Good,No smoke detected,GOOD 🟢,195300,Nov,Nov-2025,2025
01/11/2025 05:54:09,indoor-farm-02,27.5,87,0,254,Good,No smoke detected,GOOD 🟢,195252,Nov,Nov-2025,2025
01/11/2025 05:54:11,indoor-farm-01,27.6,92.1,0,274,Good,No smoke detected,GOOD 🟢,195436,Nov,Nov-2025,2025
01/11/2025 06:14:09,indoor-farm-02,27.5,87.1,0,254,Good,No smoke detected,GOOD 🟢,195204,Nov,Nov-2025,2025
01/11/2025 06:14:10,indoor-farm-01,27.6,92.1,0,272,Good,No smoke detected,GOOD 🟢,195388,Nov,Nov-2025,2025
01/11/2025 06:34:09,indoor-farm-02,27.5,87.1,0,244,Good,No smoke detected,GOOD 🟢,195156,Nov,Nov-2025,2025
01/11/2025 06:34:16,indoor-farm-01,27.6,92.1,0,267,Good,No smoke detected,GOOD 🟢,195340,Nov,Nov-2025,2025
01/11/2025 06:54:08,indoor-farm-02,27.5,87.2,1,247,Good,No smoke detected,GOOD 🟢,195108,Nov,Nov-2025,2025
01/11/2025 06:54:10,indoor-farm-01,27.6,92.2,1,268,Good,No smoke detected,GOOD 🟢,195292,Nov,Nov-2025,2025
01/11/2025 07:14:10,indoor-farm-02,27.4,87.2,3,240,Good,No smoke detected,GOOD 🟢,195060,Nov,Nov-2025,2025
01/11/2025 07:14:10,indoor-farm-01,27.5,92.3,3,256,Good,No smoke detected,GOOD 🟢,195244,Nov,Nov-2025,2025
01/11/2025 07:34:10,indoor-farm-02,27.4,87.2,5,241,Good,No smoke detected,GOOD 🟢,195000,Nov,Nov-2025,2025
01/11/2025 07:34:11,indoor-farm-01,27.5,92.3,5,258,Good,No smoke detected,GOOD 🟢,195196,Nov,Nov-2025,2025
01/11/2025 07:54:08,indoor-farm-02,27.4,87.3,7,245,Good,No smoke detected,GOOD 🟢,194936,Nov,Nov-2025,2025
01/11/2025 07:54:10,indoor-farm-01,27.5,92.4,7,266,Good,No smoke detected,GOOD 🟢,195148,Nov,Nov-2025,2025
01/11/2025 08:14:10,indoor-farm-01,27.5,92.4,11,259,Good,No smoke detected,GOOD 🟢,195100,Nov,Nov-2025,2025
01/11/2025 08:14:45,indoor-farm-02,27.4,87.4,12,242,Good,No smoke detected,GOOD 🟢,194888,Nov,Nov-2025,2025
01/11/2025 08:34:08,indoor-farm-02,27.4,87.2,17,234,Good,No smoke detected,GOOD 🟢,194840,Nov,Nov-2025,2025
01/11/2025 08:34:10,indoor-farm-01,27.5,92.3,16,250,Good,No smoke detected,GOOD 🟢,195052,Nov,Nov-2025,2025
01/11/2025 08:54:11,indoor-farm-02,27.4,87.4,15,225,Good,No smoke detected,GOOD 🟢,194792,Nov,Nov-2025,2025
01/11/2025 08:54:12,indoor-farm-01,27.5,92.4,14,240,Good,No smoke detected,GOOD 🟢,195004,Nov,Nov-2025,2025
01/11/2025 09:14:08,indoor-farm-02,27.4,87.3,70,217,Good,No smoke detected,GOOD 🟢,194752,Nov,Nov-2025,2025
01/11/2025 09:14:12,indoor-farm-01,27.5,92.2,63,235,Good,No smoke detected,GOOD 🟢,194944,Nov,Nov-2025,2025
01/11/2025 09:34:10,indoor-farm-02,27.4,87.2,32,233,Good,No smoke detected,GOOD 🟢,194704,Nov,Nov-2025,2025
01/11/2025 09:54:08,indoor-farm-02,27.5,87.1,22,266,Good,No smoke detected,GOOD 🟢,194656,Nov,Nov-2025,2025
01/11/2025 09:54:10,indoor-farm-01,27.6,92.1,21,272,Good,No smoke detected,GOOD 🟢,194848,Nov,Nov-2025,2025
01/11/2025 10:14:10,indoor-farm-02,27.5,86.9,24,233,Good,No smoke detected,GOOD 🟢,194608,Nov,Nov-2025,2025
01/11/2025 10:14:10,indoor-farm-01,27.6,92,23,252,Good,No smoke detected,GOOD 🟢,194800,Nov,Nov-2025,2025
01/11/2025 10:34:10,indoor-farm-02,27.5,86.3,24,192,Good,No smoke detected,GOOD 🟢,194560,Nov,Nov-2025,2025
01/11/2025 10:34:12,indoor-farm-01,27.6,91.3,23,208,Good,No smoke detected,GOOD 🟢,194752,Nov,Nov-2025,2025
01/11/2025 10:54:09,indoor-farm-02,27.8,85.2,20,174,Good,No smoke detected,GOOD 🟢,194512,Nov,Nov-2025,2025
01/11/2025 10:54:10,indoor-farm-01,27.8,90.5,19,186,Good,No smoke detected,GOOD 🟢,194704,Nov,Nov-2025,2025
01/11/2025 11:14:08,indoor-farm-02,27.8,85.4,9,177,Good,No smoke detected,GOOD 🟢,194464,Nov,Nov-2025,2025
01/11/2025 11:14:10,indoor-farm-01,27.8,91,8,189,Good,No smoke detected,GOOD 🟢,194656,Nov,Nov-2025,2025
01/11/2025 11:34:07,indoor-farm-02,28,84.1,38,155,Good,No smoke detected,GOOD 🟢,194416,Nov,Nov-2025,2025
01/11/2025 11:34:11,indoor-farm-01,28,89.5,40,162,Good,No smoke detected,GOOD 🟢,194608,Nov,Nov-2025,2025
01/11/2025 11:54:08,indoor-farm-02,28.1,81.3,15,90,Good,No smoke detected,GOOD 🟢,194368,Nov,Nov-2025,2025
01/11/2025 11:54:10,indoor-farm-01,28.1,86.5,15,96,Good,No smoke detected,GOOD 🟢,194560,Nov,Nov-2025,2025
01/11/2025 12:14:09,indoor-farm-02,28.1,82.9,29,119,Good,No smoke detected,GOOD 🟢,194284,Nov,Nov-2025,2025
01/11/2025 12:14:10,indoor-farm-01,28.1,87.8,30,128,Good,No smoke detected,GOOD 🟢,194480,Nov,Nov-2025,2025
01/11/2025 12:34:10,indoor-farm-02,28.2,81.6,84,109,Good,No smoke detected,GOOD 🟢,194272,Nov,Nov-2025,2025
01/11/2025 12:34:12,indoor-farm-01,28.1,87.1,84,113,Good,No smoke detected,GOOD 🟢,194464,Nov,Nov-2025,2025
01/11/2025 12:54:08,indoor-farm-02,28.2,81.5,16,103,Good,No smoke detected,GOOD 🟢,194224,Nov,Nov-2025,2025
01/11/2025 12:54:11,indoor-farm-01,28.3,86.2,17,106,Good,No smoke detected,GOOD 🟢,194416,Nov,Nov-2025,2025
01/11/2025 13:14:08,indoor-farm-02,28.4,81.3,76,113,Good,No smoke detected,GOOD 🟢,194176,Nov,Nov-2025,2025
01/11/2025 13:14:11,indoor-farm-01,28.3,86.7,76,123,Good,No smoke detected,GOOD 🟢,194368,Nov,Nov-2025,2025
01/11/2025 13:34:08,indoor-farm-02,28.2,81.5,7,112,Good,No smoke detected,GOOD 🟢,194108,Nov,Nov-2025,2025
01/11/2025 13:34:09,indoor-farm-01,28.3,86.4,17,115,Good,No smoke detected,GOOD 🟢,194320,Nov,Nov-2025,2025
01/11/2025 13:54:08,indoor-farm-02,28.6,79.6,5,88,Good,No smoke detected,GOOD 🟢,194072,Nov,Nov-2025,2025
01/11/2025 13:54:10,indoor-farm-01,28.5,84.8,11,89,Good,No smoke detected,GOOD 🟢,194272,Nov,Nov-2025,2025
01/11/2025 14:14:09,indoor-farm-02,28.3,80.8,25,147,Good,No smoke detected,GOOD 🟢,194024,Nov,Nov-2025,2025
01/11/2025 14:14:12,indoor-farm-01,28.4,85.4,66,147,Good,No smoke detected,GOOD 🟢,194224,Nov,Nov-2025,2025
01/11/2025 14:34:09,indoor-farm-02,28.6,77.8,20,119,Good,No smoke detected,GOOD 🟢,193976,Nov,Nov-2025,2025
01/11/2025 14:34:11,indoor-farm-01,28.6,82.5,59,128,Good,No smoke detected,GOOD 🟢,194176,Nov,Nov-2025,2025
01/11/2025 14:54:09,indoor-farm-02,28.5,80.5,27,115,Good,No smoke detected,GOOD 🟢,193928,Nov,Nov-2025,2025
01/11/2025 14:54:10,indoor-farm-01,28.6,85.2,15,121,Good,No smoke detected,GOOD 🟢,194128,Nov,Nov-2025,2025
01/11/2025 15:14:07,indoor-farm-02,28.7,80.1,43,112,Good,No smoke detected,GOOD 🟢,193868,Nov,Nov-2025,2025
01/11/2025 15:14:12,indoor-farm-01,28.9,84.6,41,113,Good,No smoke detected,GOOD 🟢,194080,Nov,Nov-2025,2025
01/11/2025 15:34:09,indoor-farm-02,28.4,82.1,22,157,Good,No smoke detected,GOOD 🟢,193820,Nov,Nov-2025,2025
01/11/2025 15:34:12,indoor-farm-01,28.6,86.8,22,164,Good,No smoke detected,GOOD 🟢,194032,Nov,Nov-2025,2025
01/11/2025 15:54:08,indoor-farm-02,28.3,82,6,149,Good,No smoke detected,GOOD 🟢,193772,Nov,Nov-2025,2025
01/11/2025 15:54:10,indoor-farm-01,28.4,86.9,5,161,Good,No smoke detected,GOOD 🟢,193984,Nov,Nov-2025,2025
01/11/2025 16:20:28,indoor-farm-01,29.3,81.5,8,157,Good,No smoke detected,GOOD 🟢,184964,Nov,Nov-2025,2025
01/11/2025 16:20:30,indoor-farm-02,30.1,74.3,6,137,Good,No smoke detected,GOOD 🟢,185268,Nov,Nov-2025,2025
01/11/2025 16:21:27,indoor-farm-01,29.3,82.7,7,171,Good,No smoke detected,GOOD 🟢,188416,Nov,Nov-2025,2025
01/11/2025 16:21:31,indoor-farm-02,30,75.8,6,162,Good,No smoke detected,GOOD 🟢,188744,Nov,Nov-2025,2025
01/11/2025 16:22:27,indoor-farm-01,29.2,81.6,7,154,Good,No smoke detected,GOOD 🟢,189024,Nov,Nov-2025,2025
01/11/2025 16:22:30,indoor-farm-02,29.8,75.1,6,144,Good,No smoke detected,GOOD 🟢,189120,Nov,Nov-2025,2025
01/11/2025 16:23:28,indoor-farm-01,29.2,80.9,7,156,Good,No smoke detected,GOOD 🟢,189704,Nov,Nov-2025,2025
01/11/2025 16:23:31,indoor-farm-02,29.8,74.5,7,145,Good,No smoke detected,GOOD 🟢,189796,Nov,Nov-2025,2025
01/11/2025 16:24:29,indoor-farm-01,29.2,81.1,8,139,Good,No smoke detected,GOOD 🟢,189656,Nov,Nov-2025,2025
01/11/2025 16:24:32,indoor-farm-02,29.8,74.8,7,128,Good,No smoke detected,GOOD 🟢,189748,Nov,Nov-2025,2025
01/11/2025 16:25:28,indoor-farm-01,29.2,85.1,8,182,Good,No smoke detected,GOOD 🟢,189608,Nov,Nov-2025,2025
01/11/2025 16:25:32,indoor-farm-02,29.7,78.6,10,181,Good,No smoke detected,GOOD 🟢,189700,Nov,Nov-2025,2025
01/11/2025 16:26:30,indoor-farm-01,29.3,84.8,8,298,Good,No smoke detected,GOOD 🟢,189592,Nov,Nov-2025,2025
01/11/2025 16:26:32,indoor-farm-02,29.7,78.7,10,288,Good,No smoke detected,GOOD 🟢,189684,Nov,Nov-2025,2025
01/11/2025 16:27:29,indoor-farm-01,29.1,85.3,13,341,Moderate,No smoke detected,GOOD 🟢,189512,Nov,Nov-2025,2025
01/11/2025 16:27:32,indoor-farm-02,29.6,79.8,17,317,Moderate,No smoke detected,GOOD 🟢,189604,Nov,Nov-2025,2025
01/11/2025 16:28:29,indoor-farm-01,29.1,86.9,8,379,Moderate,No smoke detected,GOOD 🟢,189464,Nov,Nov-2025,2025
01/11/2025 16:28:30,indoor-farm-02,29.4,81.4,7,361,Moderate,No smoke detected,GOOD 🟢,189556,Nov,Nov-2025,2025
01/11/2025 16:29:29,indoor-farm-01,29.2,85.3,11,357,Moderate,No smoke detected,GOOD 🟢,188920,Nov,Nov-2025,2025
01/11/2025 16:29:32,indoor-farm-02,29.4,79.6,14,322,Moderate,No smoke detected,GOOD 🟢,189024,Nov,Nov-2025,2025
01/11/2025 16:30:27,indoor-farm-01,29.1,82.2,10,237,Good,No smoke detected,GOOD 🟢,188904,Nov,Nov-2025,2025
01/11/2025 16:30:30,indoor-farm-02,29.3,76.9,14,204,Good,No smoke detected,GOOD 🟢,189008,Nov,Nov-2025,2025
01/11/2025 16:31:30,indoor-farm-02,29.3,79.6,14,265,Good,No smoke detected,GOOD 🟢,189416,Nov,Nov-2025,2025
01/11/2025 16:31:30,indoor-farm-01,29.1,85.2,10,273,Good,No smoke detected,GOOD 🟢,189312,Nov,Nov-2025,2025
01/11/2025 16:32:28,indoor-farm-01,29.2,84.9,10,326,Moderate,No smoke detected,GOOD 🟢,189260,Nov,Nov-2025,2025
01/11/2025 16:32:32,indoor-farm-02,29.2,79.8,13,290,Good,No smoke detected,GOOD 🟢,189368,Nov,Nov-2025,2025
01/11/2025 16:33:30,indoor-farm-01,29.2,84.5,6,305,Moderate,No smoke detected,GOOD 🟢,189212,Nov,Nov-2025,2025
01/11/2025 16:33:32,indoor-farm-02,29.1,79.5,8,267,Good,No smoke detected,GOOD 🟢,189320,Nov,Nov-2025,2025
01/11/2025 16:34:27,indoor-farm-01,29.1,86.2,4,329,Moderate,No smoke detected,GOOD 🟢,189164,Nov,Nov-2025,2025
01/11/2025 16:34:33,indoor-farm-02,29.1,81.2,5,303,Moderate,No smoke detected,GOOD 🟢,189272,Nov,Nov-2025,2025
01/11/2025 16:35:30,indoor-farm-01,29.1,85.6,3,307,Moderate,No smoke detected,GOOD 🟢,189148,Nov,Nov-2025,2025
01/11/2025 16:35:32,indoor-farm-02,29,80.9,5,274,Good,No smoke detected,GOOD 🟢,189256,Nov,Nov-2025,2025
01/11/2025 16:36:30,indoor-farm-01,29,85.1,3,295,Good,No smoke detected,GOOD 🟢,189068,Nov,Nov-2025,2025
01/11/2025 16:36:32,indoor-farm-02,28.9,80.4,5,257,Good,No smoke detected,GOOD 🟢,189176,Nov,Nov-2025,2025
01/11/2025 16:37:29,indoor-farm-01,29,85.7,3,313,Moderate,No smoke detected,GOOD 🟢,189016,Nov,Nov-2025,2025
01/11/2025 16:37:32,indoor-farm-02,28.9,81,4,286,Good,No smoke detected,GOOD 🟢,189128,Nov,Nov-2025,2025
01/11/2025 16:38:27,indoor-farm-01,28.9,86.6,5,320,Moderate,No smoke detected,GOOD 🟢,188936,Nov,Nov-2025,2025
01/11/2025 16:38:32,indoor-farm-02,28.8,81.6,7,304,Moderate,No smoke detected,GOOD 🟢,189080,Nov,Nov-2025,2025
01/11/2025 16:39:29,indoor-farm-01,28.9,88.5,3,385,Moderate,No smoke detected,GOOD 🟢,188920,Nov,Nov-2025,2025
01/11/2025 16:39:32,indoor-farm-02,28.8,83.4,4,371,Moderate,No smoke detected,GOOD 🟢,189032,Nov,Nov-2025,2025
01/11/2025 16:40:28,indoor-farm-01,28.9,87.5,2,368,Moderate,No smoke detected,GOOD 🟢,188904,Nov,Nov-2025,2025
01/11/2025 16:40:32,indoor-farm-02,28.8,82.4,3,334,Moderate,No smoke detected,GOOD 🟢,189016,Nov,Nov-2025,2025
01/11/2025 16:41:29,indoor-farm-01,28.9,85.9,2,307,Moderate,No smoke detected,GOOD 🟢,188824,Nov,Nov-2025,2025
01/11/2025 16:41:31,indoor-farm-02,28.9,81.1,3,281,Good,No smoke detected,GOOD 🟢,188936,Nov,Nov-2025,2025
01/11/2025 16:42:27,indoor-farm-01,28.9,87.3,2,381,Moderate,No smoke detected,GOOD 🟢,188776,Nov,Nov-2025,2025
01/11/2025 16:42:30,indoor-farm-02,28.9,81.9,4,354,Moderate,No smoke detected,GOOD 🟢,188888,Nov,Nov-2025,2025
01/11/2025 16:43:29,indoor-farm-01,29,87.4,2,395,Moderate,No smoke detected,GOOD 🟢,188728,Nov,Nov-2025,2025
01/11/2025 16:43:32,indoor-farm-02,28.9,82.8,3,368,Moderate,No smoke detected,GOOD 🟢,188840,Nov,Nov-2025,2025
01/11/2025 16:44:27,indoor-farm-01,29,86.4,2,373,Moderate,No smoke detected,GOOD 🟢,188680,Nov,Nov-2025,2025
01/11/2025 16:44:31,indoor-farm-02,28.8,81.6,4,354,Moderate,No smoke detected,GOOD 🟢,188792,Nov,Nov-2025,2025
01/11/2025 16:45:29,indoor-farm-01,29.1,86.5,4,351,Moderate,No smoke detected,GOOD 🟢,188664,Nov,Nov-2025,2025
01/11/2025 16:45:30,indoor-farm-02,28.9,81.9,5,349,Moderate,No smoke detected,GOOD 🟢,188776,Nov,Nov-2025,2025
01/11/2025 16:46:28,indoor-farm-01,29.1,87.3,5,412,Moderate,No smoke detected,GOOD 🟢,188584,Nov,Nov-2025,2025
01/11/2025 16:46:30,indoor-farm-02,28.9,82.7,7,395,Moderate,No smoke detected,GOOD 🟢,188696,Nov,Nov-2025,2025
01/11/2025 16:47:27,indoor-farm-01,29.1,88.4,5,451,Moderate,No smoke detected,GOOD 🟢,188536,Nov,Nov-2025,2025
01/11/2025 16:47:30,indoor-farm-02,28.9,83.8,7,415,Moderate,No smoke detected,GOOD 🟢,188648,Nov,Nov-2025,2025
01/11/2025 16:48:27,indoor-farm-01,29.1,87.3,5,409,Moderate,No smoke detected,GOOD 🟢,188488,Nov,Nov-2025,2025
01/11/2025 16:48:30,indoor-farm-02,28.9,82.6,7,381,Moderate,No smoke detected,GOOD 🟢,188600,Nov,Nov-2025,2025
01/11/2025 16:49:28,indoor-farm-01,29.1,88.7,3,445,Moderate,No smoke detected,GOOD 🟢,188472,Nov,Nov-2025,2025
01/11/2025 16:49:30,indoor-farm-02,28.9,84,4,418,Moderate,No smoke detected,GOOD 🟢,188584,Nov,Nov-2025,2025
01/11/2025 16:50:28,indoor-farm-01,29,86.9,3,354,Moderate,No smoke detected,GOOD 🟢,188392,Nov,Nov-2025,2025
01/11/2025 16:50:31,indoor-farm-02,28.8,83.2,4,357,Moderate,No smoke detected,GOOD 🟢,188308,Nov,Nov-2025,2025
01/11/2025 16:51:29,indoor-farm-01,29,87.5,4,351,Moderate,No smoke detected,GOOD 🟢,188344,Nov,Nov-2025,2025
01/11/2025 16:51:32,indoor-farm-02,28.8,82.2,5,354,Moderate,No smoke detected,GOOD 🟢,188456,Nov,Nov-2025,2025
01/11/2025 16:52:29,indoor-farm-01,29,86.3,2,313,Moderate,No smoke detected,GOOD 🟢,188296,Nov,Nov-2025,2025
01/11/2025 16:52:30,indoor-farm-02,28.9,82,3,300,Good,No smoke detected,GOOD 🟢,188408,Nov,Nov-2025,2025
01/11/2025 16:53:28,indoor-farm-01,28.9,87.2,2,342,Moderate,No smoke detected,GOOD 🟢,188248,Nov,Nov-2025,2025
01/11/2025 16:53:31,indoor-farm-02,28.9,83.9,3,352,Moderate,No smoke detected,GOOD 🟢,188360,Nov,Nov-2025,2025
01/11/2025 16:54:30,indoor-farm-01,28.8,89,2,377,Moderate,No smoke detected,GOOD 🟢,188092,Nov,Nov-2025,2025
01/11/2025 16:54:30,indoor-farm-02,28.8,83.9,3,390,Moderate,No smoke detected,GOOD 🟢,188344,Nov,Nov-2025,2025
01/11/2025 16:55:29,indoor-farm-01,28.8,90.7,3,430,Moderate,No smoke detected,GOOD 🟢,188152,Nov,Nov-2025,2025
01/11/2025 16:55:32,indoor-farm-02,28.7,85.2,4,427,Moderate,No smoke detected,GOOD 🟢,188264,Nov,Nov-2025,2025
01/11/2025 16:56:27,indoor-farm-01,28.8,90.2,5,432,Moderate,No smoke detected,GOOD 🟢,188104,Nov,Nov-2025,2025
01/11/2025 16:56:32,indoor-farm-02,28.7,85.1,5,412,Moderate,No smoke detected,GOOD 🟢,188216,Nov,Nov-2025,2025
01/11/2025 16:57:29,indoor-farm-01,28.8,89.6,5,419,Moderate,No smoke detected,GOOD 🟢,188056,Nov,Nov-2025,2025
01/11/2025 16:57:32,indoor-farm-02,28.8,84.5,5,399,Moderate,No smoke detected,GOOD 🟢,188168,Nov,Nov-2025,2025
01/11/2025 16:58:29,indoor-farm-01,28.8,89.4,5,405,Moderate,No smoke detected,GOOD 🟢,188008,Nov,Nov-2025,2025
01/11/2025 16:58:30,indoor-farm-02,28.9,83.8,5,377,Moderate,No smoke detected,GOOD 🟢,188120,Nov,Nov-2025,2025
01/11/2025 16:59:29,indoor-farm-01,28.9,89.2,5,389,Moderate,No smoke detected,GOOD 🟢,187992,Nov,Nov-2025,2025
01/11/2025 16:59:30,indoor-farm-02,29,83.5,5,366,Moderate,No smoke detected,GOOD 🟢,188104,Nov,Nov-2025,2025
01/11/2025 17:00:29,indoor-farm-01,28.9,88.7,5,367,Moderate,No smoke detected,GOOD 🟢,187912,Nov,Nov-2025,2025
01/11/2025 17:00:32,indoor-farm-02,29,83.1,5,331,Moderate,No smoke detected,GOOD 🟢,188024,Nov,Nov-2025,2025
01/11/2025 17:01:27,indoor-farm-01,28.8,88.9,4,348,Moderate,No smoke detected,GOOD 🟢,187864,Nov,Nov-2025,2025
01/11/2025 17:01:30,indoor-farm-02,28.9,83.7,2,320,Moderate,No smoke detected,GOOD 🟢,187976,Nov,Nov-2025,2025
01/11/2025 17:02:29,indoor-farm-01,28.9,88.7,5,351,Moderate,No smoke detected,GOOD 🟢,187816,Nov,Nov-2025,2025
01/11/2025 17:02:33,indoor-farm-02,29.1,83,4,331,Moderate,No smoke detected,GOOD 🟢,187928,Nov,Nov-2025,2025
01/11/2025 17:03:29,indoor-farm-01,28.9,89.2,3,355,Moderate,No smoke detected,GOOD 🟢,187316,Nov,Nov-2025,2025
01/11/2025 17:03:32,indoor-farm-02,29.1,83.6,4,336,Moderate,No smoke detected,GOOD 🟢,187408,Nov,Nov-2025,2025
01/11/2025 17:23:30,indoor-farm-01,28.5,88.4,3,272,Good,No smoke detected,GOOD 🟢,187552,Nov,Nov-2025,2025
01/11/2025 17:23:32,indoor-farm-02,28.7,82.7,4,245,Good,No smoke detected,GOOD 🟢,187640,Nov,Nov-2025,2025
01/11/2025 17:43:30,indoor-farm-01,28.7,88.6,0,205,Good,No smoke detected,GOOD 🟢,187504,Nov,Nov-2025,2025
01/11/2025 17:43:32,indoor-farm-02,28.7,83.2,0,192,Good,No smoke detected,GOOD 🟢,187592,Nov,Nov-2025,2025
01/11/2025 18:03:28,indoor-farm-01,28.7,88.9,56,202,Good,No smoke detected,GOOD 🟢,187456,Nov,Nov-2025,2025
01/11/2025 18:03:32,indoor-farm-02,28.7,83.5,60,183,Good,No smoke detected,GOOD 🟢,187544,Nov,Nov-2025,2025
01/11/2025 18:23:30,indoor-farm-01,28.4,90,54,246,Good,No smoke detected,GOOD 🟢,187408,Nov,Nov-2025,2025
01/11/2025 18:23:32,indoor-farm-02,28.5,84.3,59,225,Good,No smoke detected,GOOD 🟢,187496,Nov,Nov-2025,2025
01/11/2025 18:43:28,indoor-farm-01,28.3,88.5,55,304,Moderate,No smoke detected,GOOD 🟢,187360,Nov,Nov-2025,2025
01/11/2025 18:43:32,indoor-farm-02,28.3,83.2,59,288,Good,No smoke detected,GOOD 🟢,187448,Nov,Nov-2025,2025
